:START_ID,:END_ID,relation,:TYPE
20142,31750,合作,合作
20142,31906,合作,合作
20142,30178,合作,合作
20142,30971,合作,合作
20142,31616,合作,合作
20142,30622,合作,合作
20142,32528,合作,合作
20142,30107,合作,合作
20142,31612,合作,合作
20142,31496,合作,合作
20142,33187,合作,合作
20142,32667,合作,合作
20142,32505,合作,合作
20142,33120,合作,合作
20142,32762,合作,合作
20142,32689,合作,合作
20142,30837,合作,合作
20142,31769,合作,合作
20142,32559,合作,合作
20112,30135,合作,合作
20112,31678,合作,合作
20112,32070,合作,合作
20112,30313,合作,合作
20112,33068,合作,合作
20112,31777,合作,合作
20112,30979,合作,合作
20112,31991,合作,合作
20112,31543,合作,合作
20112,30883,合作,合作
20112,33244,合作,合作
20112,32903,合作,合作
20112,32064,合作,合作
20112,30599,合作,合作
20112,32280,合作,合作
20112,31336,合作,合作
20112,32898,合作,合作
20112,32644,合作,合作
20112,32092,合作,合作
20112,31301,合作,合作
20112,32370,合作,合作
20112,31939,合作,合作
20112,31346,合作,合作
20013,32560,合作,合作
20013,31486,合作,合作
20013,31714,合作,合作
20013,32459,合作,合作
20013,31893,合作,合作
